City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Muleba,TZ,-1.8397,31.6544,66.16,83,100,4.34,1618445525
Paita,PE,-5.0892,-81.1144,75.2,69,0,17.27,1618445525
Lata,PT,40.1629,-8.3327,61.0,93,100,2.8,1618445526
Payo,ID,-3.7508,103.6372,73.33,95,95,0.98,1618445526
Mount Isa,AU,-20.7333,139.5,86.0,32,0,11.5,1618445527
Diamantino,BR,-14.4086,-56.4461,78.22,69,93,2.95,1618445431
San Patricio,US,28.017,-97.5169,84.2,74,1,14.97,1618445527
Quisqueya,DO,18.5554,-69.4081,80.6,74,20,5.75,1618445527
Havre-St-Pierre,CA,50.2334,-63.5986,37.4,81,1,4.61,1618445528
Alterosa,BR,-21.2492,-46.1431,64.8,84,50,2.1,1618445528
Kutum,SD,14.2,24.6667,68.41,12,43,7.85,1618445529
Oranjemund,NA,-28.55,16.4333,73.56,39,0,5.32,1618445529
Penzance,GB,50.1186,-5.5371,46.0,81,40,6.91,1618445529
Donja Dubica,BA,45.075,18.4114,36.0,82,18,3.0,1618445530
Erzin,TR,36.9559,36.2,57.99,80,98,1.7,1618445530
Waipawa,NZ,-41.4122,175.5153,64.4,68,92,14.97,1618445530
Mastic Beach,US,40.7668,-72.8521,55.0,82,40,4.61,1618445531
Esperance,AU,-33.8667,121.9,55.4,100,16,6.91,1618445531
Marsh Harbour,BS,26.5412,-77.0636,71.8,62,3,12.91,1618445531
Yelizovo,RU,53.1873,158.3805,41.0,100,90,4.47,1618445470
Olafsvik,IS,64.8945,-23.7142,41.61,92,46,15.03,1618445532
Goldsboro,US,35.3849,-77.9928,73.4,60,1,10.36,1618445532
Strezhevoy,RU,60.7333,77.5889,39.2,81,0,13.42,1618445533
Nouadhibou,MR,20.931,-17.0347,66.2,94,75,18.41,1618445533
Chantada,ES,42.6088,-7.7712,48.99,100,43,10.0,1618445533
Aklavik,CA,68.2191,-135.0107,30.2,55,90,4.61,1618445520
Tuatapere,NZ,-46.1333,167.6833,60.01,77,58,3.0,1618445534
Cedar City,US,37.6775,-113.0619,57.2,18,40,21.85,1618445348
Dunedin,NZ,-45.8742,170.5036,61.0,72,100,5.01,1618445534
Westport,US,41.1415,-73.3579,57.99,87,75,12.66,1618445474
The Valley,AI,18.217,-63.0578,80.6,78,20,9.22,1618445535
Beloha,MG,-25.1667,45.05,70.77,97,7,5.08,1618445535
Srandakan,ID,-7.9386,110.2506,77.74,84,82,3.15,1618445535
Olavarría,AR,-36.8927,-60.3225,56.71,88,0,7.56,1618445536
Cidreira,BR,-30.1811,-50.2056,71.64,68,38,18.32,1618445536
Fukuechō,JP,32.6881,128.8419,57.2,58,75,6.91,1618445536
Arica,CL,-18.475,-70.3042,66.2,72,90,6.91,1618445537
Dondo,MZ,-19.6094,34.7431,75.2,83,0,2.95,1618445537
Segezha,RU,63.7415,34.3222,29.07,87,7,6.76,1618445537
Asău,RO,46.4333,26.4,39.0,66,100,3.38,1618445538
Bonthe,SL,7.5264,-12.505,79.12,85,61,4.47,1618445538
Maunabo,PR,18.0072,-65.8993,78.01,81,74,5.99,1618445539
Nyurba,RU,63.2842,118.3319,21.92,91,95,1.66,1618445539
Chuzhou,CN,32.3219,118.2978,55.0,68,91,8.77,1618445539
Cayenne,GF,4.9333,-52.3333,82.0,89,75,2.3,1618445537
Hueytamalco,MX,19.95,-97.2667,76.77,70,80,6.51,1618445540
Tayu,ID,-6.5397,111.0518,76.98,86,97,5.21,1618445359
Bairiki Village,KI,1.3292,172.9752,86.0,70,20,10.36,1618445540
Qaqortoq,GL,60.7167,-46.0333,33.8,75,40,2.3,1618445530
Portland,US,45.5234,-122.6762,70.0,18,20,4.61,1618445153
Ciudad del Carmen,MX,18.6333,-91.8333,96.8,41,75,6.91,1618445427
De Panne,BE,51.0792,2.5917,41.0,75,27,6.91,1618445541
Olinda,BR,-8.0089,-34.8553,80.6,74,75,5.75,1618445541
Dăneşti,RO,46.5167,25.75,39.0,66,100,4.16,1618445542
Santa Cruz de la Sierra,BO,-17.8,-63.1667,76.82,59,45,3.96,1618445542
Marystown,CA,47.1666,-55.1483,35.46,82,94,16.08,1618445542
Verāval,IN,20.9,70.3667,78.06,63,3,10.74,1618445543
Los Llanos de Aridane,ES,28.6585,-17.9182,66.2,72,0,3.44,1618445543
Arman',RU,59.7,150.1667,24.31,73,100,12.19,1618445543
Verkhnyaya Inta,RU,65.9811,60.3094,32.13,97,100,17.13,1618445544
Yarim,YE,14.298,44.3779,55.45,80,3,1.97,1618445544
Lundazi,ZM,-12.2929,33.1782,59.05,93,63,6.44,1618445544
Noumea,NC,-22.2763,166.4572,78.01,83,75,11.5,1618445545
Laguna,US,38.421,-121.4238,75.0,16,1,6.91,1618445530
São Miguel do Araguaia,BR,-13.275,-50.1628,73.22,87,88,5.59,1618445545
Waingapu,ID,-9.6567,120.2641,79.23,72,10,3.67,1618445546
Petropavlovka,RU,50.6114,105.3196,28.85,58,34,3.8,1618445532
Sühbaatar,MN,50.2314,106.2078,30.79,48,21,4.94,1618445546
Härnösand,SE,62.6323,17.9379,28.4,93,6,2.3,1618445547
São Filipe,CV,14.8961,-24.4956,76.8,58,36,16.44,1618445547
Jiwani,PK,25.05,61.7417,78.93,78,32,5.46,1618445547
Omboué,GA,-1.5746,9.2618,76.39,91,100,2.37,1618445548
Evora,PT,38.5667,-7.9,59.0,94,90,9.22,1618445481
Española,US,35.9911,-106.0806,64.99,4,1,12.66,1618445548
Goražde,BA,43.6669,18.9764,37.4,81,75,5.75,1618445549
Kholodnyy,RU,62.7167,147.95,6.06,74,100,3.18,1618445549
Senneterre,CA,48.3835,-77.2328,53.6,43,40,6.91,1618445550
Fortuna,US,40.5982,-124.1573,62.01,58,1,16.11,1618445550
Bodden Town,KY,19.2833,-81.25,82.4,51,20,13.8,1618445550
Kulhudhuffushi,MV,6.6221,73.07,83.25,68,62,3.47,1618445552
Champerico,GT,14.3,-91.9167,87.8,62,75,6.91,1618445552
Spring Hill,US,28.4769,-82.5255,75.2,53,75,8.05,1618445539
Mezen',RU,65.8522,44.24,31.1,77,20,12.24,1618445553
Dingle,PH,10.9995,122.6711,81.46,76,100,6.22,1618445554
Tiksi,RU,71.6872,128.8694,10.09,93,92,0.89,1618445554
Kozhevnikovo,RU,56.2589,83.9714,34.0,83,100,1.39,1618445555
Atambua,ID,-9.1061,124.8925,76.1,66,27,3.13,1618445555
Krasnogorskiy,RU,54.6025,61.231,43.38,72,12,8.41,1618445556
Eten,PE,-6.9081,-79.8642,71.6,68,90,16.11,1618445556
Pimentel,PE,-6.8367,-79.9342,71.6,68,90,16.11,1618445557
Necochea,AR,-38.5473,-58.7368,61.0,80,0,3.0,1618445557
Glace Bay,CA,46.1969,-59.957,35.01,86,75,13.8,1618445557
Flin Flon,CA,54.7682,-101.865,42.8,19,20,4.61,1618445558
Monaragala,LK,6.8714,81.3487,73.18,91,94,3.2,1618445558
Mafinga,TZ,-7.25,35.0667,65.73,97,100,2.89,1618445559
Lucea,JM,18.451,-78.1736,80.6,61,20,13.8,1618445559
Kaseda-shirakame,JP,31.4167,130.3167,48.2,76,0,4.61,1618445560
Burnie,AU,-41.0667,145.9167,55.17,80,94,18.3,1618445560
Alice Springs,AU,-23.7,133.8833,69.01,52,0,8.05,1618445397
Hofn,IS,64.2539,-15.2082,43.34,87,50,9.71,1618445560
Santa Rosa,PH,14.3122,121.1114,84.0,74,20,5.44,1618445561
Chui,UY,-33.6971,-53.4616,62.26,83,0,8.21,1618445518
Muzhi,RU,65.3667,64.6667,36.95,74,100,22.66,1618445561
Uchiza,PE,-8.4592,-76.4633,71.55,98,98,2.8,1618445562
Okhotsk,RU,59.3833,143.3,24.53,64,97,11.36,1618445562
Ulladulla,AU,-35.35,150.4667,68.0,39,0,12.66,1618445562
Kailua,US,21.4022,-157.7394,82.4,61,40,13.8,1618445563
Paso de los Toros,UY,-32.8167,-56.5167,63.95,82,0,9.73,1618445563
Gusau,NG,12.1628,6.6614,84.54,11,52,7.54,1618445564
Gilbués,BR,-9.8317,-45.3439,76.91,65,79,1.01,1618445564
Puerto Madryn,AR,-42.7692,-65.0385,69.1,49,64,9.4,1618445417
Barcelos,PT,41.5388,-8.6151,61.0,88,0,6.06,1618445564
Nemuro,JP,43.3236,145.575,41.0,52,20,12.66,1618445565
Dauphin,CA,51.1494,-100.0502,30.2,69,90,6.91,1618445565
Pizarro,CO,4.9533,-77.366,78.69,86,100,3.15,1618445566
Duluth,US,46.7833,-92.1066,44.6,70,90,8.05,1618445566
Souillac,MU,-20.5167,57.5167,77.0,83,40,6.91,1618445566
Pangai,TO,-19.8,-174.35,82.4,65,20,2.3,1618445567
Río Gallegos,AR,-51.6226,-69.2181,46.4,39,20,12.66,1618445567
Ayan,RU,56.45,138.1667,27.66,61,100,5.32,1618445568
Harper,LR,4.375,-7.7169,81.07,80,84,6.76,1618445568
Mīzan Teferī,ET,6.9833,35.5833,63.09,91,53,3.15,1618445569
Dzhebariki-Khaya,RU,62.2167,135.8,12.42,85,76,0.83,1618445569
Grand-Santi,GF,4.25,-54.3833,74.3,98,88,2.71,1618445569
Khandagayty,RU,50.7333,92.05,35.51,49,24,12.39,1618445570
Coahuayana Viejo,MX,18.7333,-103.6833,80.6,61,20,13.8,1618445570
Barra do Garças,BR,-15.89,-52.2567,73.35,62,38,1.16,1618445571
Yar-Sale,RU,66.8333,70.8333,35.1,99,100,9.13,1618445571
Barra de Tecoanapa,MX,16.5167,-98.75,82.8,60,100,7.05,1618445571
Kirando,TZ,-7.4167,30.6,71.02,86,100,5.57,1618445572
Samarai,PG,-10.6167,150.6667,80.04,81,100,10.63,1618445572
Fort Nelson,CA,58.8053,-122.7002,59.0,26,20,5.75,1618445572
Tuy Hoa,VN,13.0833,109.3,77.07,80,98,2.39,1618445573
Katangli,RU,51.7102,143.2326,27.73,67,79,15.7,1618445573
Lenger,KZ,42.183,69.8839,59.0,47,40,4.47,1618445574
Mahajanga,MG,-15.7167,46.3167,73.4,100,20,3.44,1618445574
Tananger,NO,58.9333,5.6,39.2,87,0,8.05,1618445575
Rolla,US,37.9514,-91.7713,57.2,41,1,11.5,1618445575
Māngrol,IN,21.1167,70.1167,77.7,68,5,10.56,1618445576
Tagusao,PH,9.1924,117.8141,81.12,77,38,2.24,1618445576
Havøysund,NO,70.9963,24.6622,28.4,69,40,5.75,1618445577
Otane,NZ,-39.8833,176.6333,69.01,52,51,8.99,1618445577
Yenagoa,NG,4.9247,6.2642,77.36,89,99,3.56,1618445577
Kununurra,AU,-15.7667,128.7333,77.0,73,48,3.27,1618445578
Prudentópolis,BR,-25.2131,-50.9778,58.8,77,99,2.55,1618445294
Zhangjiakou,CN,40.81,114.8794,51.1,28,5,5.1,1618445578
Bathsheba,BB,13.2167,-59.5167,78.8,69,40,8.05,1618445578
Zhengjiatun,CN,43.5064,123.5064,51.4,31,87,16.93,1618445579
Øksfjord,NO,70.2396,22.3479,28.99,74,20,9.22,1618445579
Plouzané,FR,48.3833,-4.6167,42.8,87,0,8.05,1618445580
Pūrna,IN,19.1833,77.05,76.35,52,10,4.94,1618445580
Coquimbo,CL,-29.9533,-71.3436,59.0,88,90,8.05,1618445580
Le Port,RE,-20.9373,55.2919,73.4,94,75,9.22,1618445581
Zabul Province,AF,32.25,67.25,53.65,65,97,0.96,1618445581
Baijiantan,CN,45.6333,85.1833,49.03,30,0,7.58,1618445582
Ust'-Ilimsk,RU,58.0006,102.6619,25.77,87,88,2.93,1618445531
Umluj,SA,25.0213,37.2685,73.63,48,0,8.9,1618445582
Humaitá,BR,-7.5061,-63.0208,75.09,95,98,2.13,1618445584
Port Macquarie,AU,-31.4333,152.9167,77.0,50,55,1.99,1618445584
Ahualulco del Sonido Trece,MX,22.4,-101.1667,86.0,8,75,6.91,1618445585
Drugovo,MK,41.4842,20.9233,35.4,86,35,3.29,1618445585
Tanout,NE,14.9709,8.8879,81.99,5,0,10.13,1618445585
Puerto Colombia,CO,10.9878,-74.9547,80.6,89,40,13.8,1618445356
Požarevac,RS,44.6153,21.1825,41.0,93,90,4.61,1618445586
Matara,LK,5.9485,80.5353,77.14,86,94,0.89,1618445479
Daru,PG,-9.0763,143.2092,82.63,71,75,11.92,1618445587
Methóni,GR,36.8197,21.7049,55.99,87,31,4.61,1618445587
Milas,TR,37.3164,27.7839,53.6,76,0,6.91,1618445587
Vao,NC,-22.6667,167.4833,74.84,79,100,20.38,1618445588
Leshan,CN,29.5623,103.7639,56.5,89,100,2.59,1618445588
Cestas,FR,44.7435,-0.6791,46.99,46,0,9.22,1618445589
São Gabriel da Cachoeira,BR,-0.1303,-67.0892,72.57,98,100,4.72,1618445589
Denpasar,ID,-8.65,115.2167,78.8,89,75,6.91,1618445590
Broome,US,42.2506,-75.833,57.0,67,90,5.75,1618445577
Zaria,NG,11.1113,7.7227,79.68,15,58,7.9,1618445590
Lowestoft,GB,52.4752,1.7516,37.99,81,17,1.99,1618445418
Sioux Lookout,CA,50.1001,-91.917,30.2,86,90,6.91,1618445591
Taoudenni,ML,22.6783,-3.9836,87.1,12,8,12.82,1618445591
Cheremisinovo,RU,51.8855,37.2646,51.8,46,100,6.71,1618445592
Uyskoye,RU,54.3775,60.0047,42.46,70,11,5.75,1618445592
Boali,CF,4.8005,18.1275,80.6,78,38,2.68,1618445592
Yaan,NG,7.3833,8.5667,76.87,68,87,4.14,1618445593
Isiro,CD,2.7739,27.616,65.35,91,75,3.24,1618445593
Kayerkan,RU,69.3497,87.7602,9.18,95,100,5.64,1618445594
Uglovskoye,RU,51.3557,80.1942,38.95,73,23,4.94,1618445594
Vavozh,RU,56.7751,51.931,44.96,86,21,5.75,1618445594
Saint-Joseph,RE,-21.3667,55.6167,75.2,78,100,9.22,1618445595
Manokwari,ID,-0.8667,134.0833,82.51,68,99,1.28,1618445595
Mocuba,MZ,-16.8392,36.9856,67.78,87,21,3.33,1618445596
Bolgatanga,GH,10.7856,-0.8514,90.05,26,80,2.66,1618445596
Sur,OM,22.5667,59.5289,83.77,41,27,10.63,1618445596
Puri,IN,19.8,85.85,77.0,65,40,11.95,1618445597
Algiers,DZ,36.7525,3.042,57.2,94,75,10.36,1618445480
Calvinia,ZA,-31.4707,19.776,73.85,22,63,5.79,1618445597
Hengyang,CN,26.8881,112.615,59.32,95,100,3.44,1618445598
Ossora,RU,59.2353,163.0719,30.36,97,100,9.44,1618445598
Denizli Province,TR,37.8402,29.0698,44.6,65,40,1.14,1618445371
Nhulunbuy,AU,-12.2333,136.7667,84.2,74,40,9.22,1618445599
Dezful,IR,32.3811,48.4058,63.64,24,4,2.71,1618445599
Tilichiki,RU,60.4667,166.1,18.14,84,100,7.7,1618445599
Natal,BR,-5.795,-35.2094,82.4,78,20,9.22,1618445600
Xuchang,CN,34.0167,113.8167,55.4,76,56,4.47,1618445600
Batetskiy,RU,58.6461,30.3027,35.87,82,100,6.6,1618445600
Bahār,IR,34.9072,48.4414,47.53,29,0,3.91,1618445601
Ubari,LY,26.5921,12.7805,71.73,26,64,9.86,1618445601
Siocon,PH,7.7061,122.1353,82.02,75,81,3.53,1618445601
Pampa,US,35.5362,-100.9599,55.4,58,90,11.5,1618445602
Gouyave,GD,12.1646,-61.7296,82.4,83,20,11.5,1618445602
San Roque,ES,36.2107,-5.3842,60.8,82,75,18.41,1618445603
Ayorou,NE,14.7308,0.9174,87.82,7,88,6.15,1618445603
Flinders,AU,-34.5833,150.8552,70.0,50,9,4.0,1618445604
Tāybād,IR,34.74,60.7756,58.66,33,14,4.85,1618445525
Kristiansund,NO,63.1115,7.732,37.4,70,90,2.3,1618445604
Mingora,PK,34.7758,72.3625,57.72,80,100,9.46,1618445556
Romitan,UZ,39.9343,64.3814,50.0,71,0,2.3,1618445605
Kopavogur,IS,64.1123,-21.913,44.6,76,40,11.5,1618445605
Terney,RU,45.0503,136.6092,40.86,39,8,9.62,1618445605
Soavinandriana,MG,-19.1667,46.7333,59.58,92,100,3.24,1618445606
Newtownards,GB,54.5924,-5.6909,37.4,93,6,1.14,1618445555
Alyangula,AU,-13.8483,136.4192,84.2,65,40,9.17,1618445606
Isangel,VU,-19.55,169.2667,85.23,65,20,2.35,1618445562
Kargasok,RU,59.0556,80.8572,35.11,99,100,6.93,1618445607
Najrān,SA,17.4924,44.1277,77.0,29,0,0.63,1618445607
Shingū,JP,33.7333,135.9833,50.0,40,0,6.91,1618445607
General Roca,AR,-39.0333,-67.5833,60.8,72,0,10.45,1618445608
Arkhangelsk,RU,64.5401,40.5433,32.0,74,0,6.71,1618445608
Sunndalsøra,NO,62.6754,8.5515,37.4,70,90,2.3,1618445608
Hualmay,PE,-11.0964,-77.6139,67.35,84,87,6.51,1618445609
Čajetina,RS,43.7498,19.7127,30.2,100,90,9.22,1618445609
Bousso,TD,10.4795,16.7117,89.4,13,100,5.44,1618445609
Igarka,RU,67.4667,86.5833,13.75,95,100,14.92,1618445610
Stonewall,CA,50.1344,-97.3268,34.0,69,75,13.8,1618445610
Qui Nhon,VN,13.7667,109.2333,77.27,79,24,3.44,1618445610
Karaton,ID,-6.3424,106.1045,82.99,88,97,1.14,1618445611
Dandong,CN,40.1292,124.3947,49.33,60,70,13.62,1618445611
Kolosovka,RU,56.4678,73.611,37.78,99,100,7.65,1618445611
Province of Caltanissetta,IT,37.3745,14.0642,50.0,88,48,2.55,1618445612
Urdoma,RU,61.7533,48.5442,38.26,90,100,6.4,1618445612
Vodnyy,RU,63.5046,53.4095,38.37,84,90,8.41,1618445613
Gladstone,AU,-23.85,151.25,77.0,53,0,6.91,1618445613
Salalah,OM,17.0151,54.0924,78.8,73,40,3.44,1618445494
Yavoriv,UA,49.9386,23.3825,33.01,100,90,6.71,1618445613
Lota,CL,-37.0833,-73.1667,59.0,77,0,10.36,1618445614
Winnemucca,US,40.973,-117.7357,51.8,28,90,8.93,1618445469
Nicoya,CR,10.1483,-85.452,86.0,58,75,12.66,1618445614
Bubaque,GW,11.2833,-15.8333,77.61,78,6,15.1,1618445615
Makakilo City,US,21.3469,-158.0858,82.4,44,1,12.66,1618445615
Doha,QA,25.2867,51.5333,80.6,44,0,10.36,1618445615
Safford,US,32.834,-109.7076,82.4,6,1,14.97,1618445616
Thomaston,US,32.8882,-84.3266,69.01,64,90,4.61,1618445616
Chitral,PK,35.8462,71.7858,51.13,96,100,2.75,1618445617
Oskemen,KZ,49.9565,82.6119,28.4,93,20,1.3,1618445617
Marang,MY,5.2056,103.2059,75.2,94,20,3.44,1618445618
Port Hedland,AU,-20.3167,118.5667,75.2,69,81,12.66,1618445618
Arrondissement de Millau,FR,44.0833,2.9167,43.0,52,0,5.75,1618445618
Ambatondrazaka,MG,-17.8333,48.4167,65.5,96,99,1.28,1618445619
Palmer,US,42.1584,-72.3287,60.8,55,75,11.5,1618445619
Jutaí,BR,-5.1833,-68.9,74.52,98,98,2.8,1618445620
Ambon City,ID,-3.6954,128.1814,86.0,70,40,2.3,1618445620
Vila Velha,BR,-20.3297,-40.2925,73.4,78,0,10.36,1618445537
Mirny,RU,62.5353,113.9611,22.86,87,98,4.32,1618445621
Biak,ID,-0.9131,122.8766,78.12,81,99,3.65,1618445621
Buluang,PH,13.3068,123.3425,81.03,78,100,2.44,1618445621
Krasnoyarskaya,RU,47.6501,42.0443,49.26,88,97,7.58,1618445622
Koumra,TD,8.9126,17.5539,88.66,31,96,3.09,1618445622
Kołobrzeg,PL,54.1757,15.5834,39.0,80,100,13.44,1618445623
Pitimbu,BR,-7.4706,-34.8086,77.0,100,20,3.44,1618445623
Chicama,PE,-7.8447,-79.1469,66.2,88,20,8.05,1618445623
Arrifes,PT,37.7667,-25.7,57.2,82,20,3.44,1618445624
Muros,ES,42.7762,-9.0603,54.0,71,34,3.0,1618445551
Kodīnar,IN,20.7903,70.7031,77.81,50,3,4.79,1618445624
Prince Rupert,CA,54.3161,-130.3201,51.8,62,1,5.75,1618445477
Malé,MV,4.1748,73.5089,81.97,75,41,8.86,1618445625
Katiola,CI,8.1333,-5.1,78.8,83,20,2.3,1618445625
Ust'-Kulom,RU,61.6864,53.6902,48.79,89,93,11.01,1618445626
